Climate Zone,Core Planet Biome,Planet Variant,Planet Name
COLD,Arctic,Supraglacial Lakes,Nivalis
COLD,Arctic,Supraglacial Lakes,Baffin
COLD,Arctic,Supraglacial Lakes,Rhenvar
COLD,Arctic,Supraglacial Lakes,Oura
COLD,Arctic,Ferrospring,Volund
COLD,Arctic,Ferrospring,Fyrix
COLD,Arctic,Ferrospring,Electrion
COLD,Arctic,Ferrospring,Thermalis
COLD,Arctic,Ferrospring,Crucius
COLD,Arctic,Ferrospring,Rhenvar
COLD,Arctic,Storm,Tempest
COLD,Arctic,Storm,Zypher
COLD,Arctic,Storm,Zephryon
COLD,Arctic,Storm,Cyclonis
COLD,Arctic,Storm,Vortexos
COLD,Arctic,Storm,Sypso
COLD,Arctic,Storm,Wyan
COLD,Arctic,Iceberg,Baffin
COLD,Arctic,Iceberg,Glacien
COLD,Arctic,Iceberg,Ilum
COLD,Arctic,Iceberg,Crythe
COLD,Arctic,Iceberg,Nivalis
COLD,Arctic,Iceberg,Thalassa
COLD,Arctic,Iceberg,Rhenvar
COLD,Arctic,Iceberg,Arctis
COLD,Alpine,Boreal,Sylvaris
COLD,Alpine,Boreal,Myrkr
COLD,Alpine,Boreal,Iskera
COLD,Alpine,Boreal,Soryth
COLD,Alpine,Boreal,Sylvan
COLD,Alpine,Boreal,Alder
COLD,Alpine,Boreal,Pinenia
COLD,Alpine,Boreal,Arken
COLD,Alpine,Boreal,Rhenvar
COLD,Alpine,Boreal,Lochsa
COLD,Alpine,Snow,Glacien
COLD,Alpine,Snow,Ilum
COLD,Alpine,Snow,Nivalis
COLD,Alpine,Snow,Eyrie
COLD,Alpine,Snow,Caelis
COLD,Alpine,Snow,Arctis
COLD,Alpine,Snow,Rhenvar
COLD,Alpine,Highland,Eyrie
COLD,Alpine,Highland,Atlas
COLD,Alpine,Highland,Caelis
COLD,Alpine,Highland,Targea
COLD,Alpine,Highland,Kharon
COLD,Alpine,Highland,Arctis
COLD,Alpine,Highland,Caledon
COLD,Alpine,Highland,Morelan
COLD,Alpine,Dune Forest,Myrkr
COLD,Alpine,Dune Forest,Iskera
COLD,Alpine,Dune Forest,Soryth
COLD,Alpine,Dune Forest,Sylvaris
COLD,Alpine,Dune Forest,Rhenvar
COLD,Alpine,Dune Forest,Pinenia
COLD,Alpine,Fjord,Aegir
COLD,Alpine,Fjord,Thalassa
COLD,Alpine,Fjord,Baffin
COLD,Alpine,Fjord,Eyrie
COLD,Alpine,Fjord,Volund
COLD,Alpine,Fjord,Sjora
COLD,Alpine,Fjord,Nereus
COLD,Alpine,Fjord,Hatteras
COLD,Alpine,Blossom,Aurelia
COLD,Alpine,Blossom,Ephyra
COLD,Alpine,Blossom,Solara
COLD,Alpine,Blossom,Berylia
COLD,Alpine,Blossom,Vespera
COLD,Alpine,Blossom,Adara
COLD,Alpine,Blossom,Cassia
COLD,Alpine,Blossom,Genevah
COLD,Alpine,Taiga,Myrkr
COLD,Alpine,Taiga,Iskera
COLD,Alpine,Taiga,Soryth
COLD,Alpine,Taiga,Sylvaris
COLD,Alpine,Taiga,Sylvan
COLD,Alpine,Taiga,Alder
COLD,Alpine,Taiga,Pinenia
COLD,Alpine,Taiga,Arken
COLD,Alpine,Taiga,Rhenvar
COLD,Alpine,Taiga,Lochsa
COLD,Alpine,Craton,Atlas
COLD,Alpine,Craton,Volund
COLD,Alpine,Craton,Kharon
COLD,Alpine,Craton,Kordis
COLD,Alpine,Craton,Cruxos
COLD,Alpine,Craton,Arctis
COLD,Alpine,Craton,Karthakk
COLD,Alpine,Ravine,Crait
COLD,Alpine,Ravine,Targea
COLD,Alpine,Ravine,Vardos
COLD,Alpine,Ravine,Kharon
COLD,Alpine,Ravine,Abyr
COLD,Alpine,Ravine,Kydon
COLD,Alpine,Ravine,Cruxos
COLD,Alpine,Ravine,Rhenvar
COLD,Alpine,Glaciovolcanic,Surtr
COLD,Alpine,Glaciovolcanic,Pyr
COLD,Alpine,Glaciovolcanic,Glacien
COLD,Alpine,Glaciovolcanic,Ilum
COLD,Alpine,Glaciovolcanic,Crythe
COLD,Alpine,Glaciovolcanic,Typhon
COLD,Alpine,Glaciovolcanic,Thermalis
COLD,Alpine,Glaciovolcanic,Rhenvar
COLD,Alpine,Lanthanide,Volund
COLD,Alpine,Lanthanide,Fyrix
COLD,Alpine,Lanthanide,Electrion
COLD,Alpine,Lanthanide,Kvantum
COLD,Alpine,Lanthanide,Crucius
COLD,Alpine,Lanthanide,Xanthalis
COLD,Alpine,Lanthanide,Karthakk
COLD,Tundra,Bog,Myrkr
COLD,Tundra,Bog,Iskera
COLD,Tundra,Bog,Soryth
COLD,Tundra,Bog,Estuary
COLD,Tundra,Bog,Varuna
COLD,Tundra,Bog,Soriuq
COLD,Tundra,Bog,Lochsa
COLD,Tundra,Mycelium,Myrkr
COLD,Tundra,Mycelium,Iskera
COLD,Tundra,Mycelium,Soryth
COLD,Tundra,Mycelium,Sarkosis
COLD,Tundra,Mycelium,Karkaris
COLD,Tundra,Mycelium,Kibastea
COLD,Tundra,Mycelium,Kalypsis
COLD,Tundra,Mud,Tigris
COLD,Tundra,Mud,Estuary
COLD,Tundra,Mud,Iskera
COLD,Tundra,Mud,Soryth
COLD,Tundra,Mud,Roton
COLD,Tundra,Mud,Currituck
COLD,Tundra,Basalt,Surtr
COLD,Tundra,Basalt,Pyr
COLD,Tundra,Basalt,Crait
COLD,Tundra,Basalt,Kharon
COLD,Tundra,Basalt,Xylos
COLD,Tundra,Basalt,Cruxos
COLD,Tundra,Basalt,Korriban
COLD,Tundra,Tuya,Surtr
COLD,Tundra,Tuya,Pyr
COLD,Tundra,Tuya,Glacien
COLD,Tundra,Tuya,Typhon
COLD,Tundra,Tuya,Arctis
COLD,Tundra,Tuya,Kharon
COLD,Tundra,Cryovolcano,Crythe
COLD,Tundra,Cryovolcano,Glacien
COLD,Tundra,Cryovolcano,Ilum
COLD,Tundra,Cryovolcano,Nivalis
COLD,Tundra,Cryovolcano,Thermalis
COLD,Tundra,Cryovolcano,Arctis
COLD,Tundra,Treeline,Sylvaris
COLD,Tundra,Treeline,Myrkr
COLD,Tundra,Treeline,Iskera
COLD,Tundra,Treeline,Soryth
COLD,Tundra,Treeline,Sylvan
COLD,Tundra,Treeline,Alder
COLD,Tundra,Treeline,Pinenia
COLD,Tundra,Treeline,Arken
COLD,Tundra,Peatland,Myrkr
COLD,Tundra,Peatland,Iskera
COLD,Tundra,Peatland,Soryth
COLD,Tundra,Peatland,Estuary
COLD,Tundra,Peatland,Vervain
COLD,Tundra,Peatland,Lochsa
COLD,Tundra,Travertine,Caelis
COLD,Tundra,Travertine,Xylos
COLD,Tundra,Travertine,Opaline
COLD,Tundra,Travertine,Crucius
COLD,Tundra,Travertine,Caledon
COLD,Tundra,Cryoflora,Glacien
COLD,Tundra,Cryoflora,Nivalis
COLD,Tundra,Cryoflora,Iskera
COLD,Tundra,Cryoflora,Berylia
COLD,Tundra,Cryoflora,Vervain
COLD,Tundra,Cryoflora,Arctis
COLD,Tundra,Cryoflora,Vespera
COLD,Tundra,Lichen,Myrkr
COLD,Tundra,Lichen,Iskera
COLD,Tundra,Lichen,Soryth
COLD,Tundra,Lichen,Vervain
COLD,Tundra,Lichen,Alder
COLD,Tundra,Lichen,Arken
VOLCANIC,,Ash,Surtr
VOLCANIC,,Ash,Phaeton
VOLCANIC,,Ash,Pyr
VOLCANIC,,Ash,Crait
VOLCANIC,,Ash,Scarif
VOLCANIC,,Ash,Kharon
VOLCANIC,,Ash,Typhon
VOLCANIC,,Ash,Korriban
VOLCANIC,,Ash,Moraban
VOLCANIC,,Ash,Ruusan
VOLCANIC,,Ash,Karthakk
VOLCANIC,,Ash,Rhenvar
VOLCANIC,,Magma,Surtr
VOLCANIC,,Magma,Phaeton
VOLCANIC,,Magma,Pyr
VOLCANIC,,Magma,Typhon
VOLCANIC,,Magma,Helior
VOLCANIC,,Magma,Ilios
VOLCANIC,,Magma,Solith
VOLCANIC,,Magma,Thermalis
VOLCANIC,,Magma,Korriban
VOLCANIC,,Magma,Moraban
VOLCANIC,,Magma,Karthakk
GAIA,,Wet Gaia,Eden
GAIA,,Wet Gaia,Verdant
GAIA,,Wet Gaia,Lotus
GAIA,,Wet Gaia,Arcadia
GAIA,,Wet Gaia,Prosperis
GAIA,,Wet Gaia,Harmonis
GAIA,,Wet Gaia,Harmony
GAIA,,Wet Gaia,Haven
GAIA,,Wet Gaia,Gaea
GAIA,,Wet Gaia,Aurelia
GAIA,,Wet Gaia,Halcyon
GAIA,,Wet Gaia,Elysia
GAIA,,Wet Gaia,Solara
GAIA,,Wet Gaia,Asana
GAIA,,Wet Gaia,Celestria
GAIA,,Wet Gaia,Vespera
GAIA,,Wet Gaia,Adara
GAIA,,Wet Gaia,Selonia
GAIA,,Dry Gaia,Eden
GAIA,,Dry Gaia,Arcadia
GAIA,,Dry Gaia,Prosperis
GAIA,,Dry Gaia,Harmonis
GAIA,,Dry Gaia,Harmony
GAIA,,Dry Gaia,Haven
GAIA,,Dry Gaia,Aurelia
GAIA,,Dry Gaia,Halcyon
GAIA,,Dry Gaia,Solara
GAIA,,Dry Gaia,Elysia
GAIA,,Dry Gaia,Oasis
GAIA,,Dry Gaia,Adara
GAIA,,Dry Gaia,Caledon
GAIA,,Cold Gaia,Eden
GAIA,,Cold Gaia,Arcadia
GAIA,,Cold Gaia,Prosperis
GAIA,,Cold Gaia,Harmonis
GAIA,,Cold Gaia,Harmony
GAIA,,Cold Gaia,Haven
GAIA,,Cold Gaia,Halcyon
GAIA,,Cold Gaia,Elysia
GAIA,,Cold Gaia,Aurora
GAIA,,Cold Gaia,Nivalis
GAIA,,Cold Gaia,Vespera
GAIA,,Cold Gaia,Rhenvar
CAVERN,,Wet Cavern,Abyr
CAVERN,,Wet Cavern,Kessel
CAVERN,,Wet Cavern,Kharon
CAVERN,,Wet Cavern,Oxum
CAVERN,,Wet Cavern,Exolok
CAVERN,,Wet Cavern,Athiss
CAVERN,,Wet Cavern,Korriban
CAVERN,,Wet Cavern,Lochsa
CAVERN,,Dry Cavern,Abyr
CAVERN,,Dry Cavern,Kessel
CAVERN,,Dry Cavern,Kharon
CAVERN,,Dry Cavern,Karkaris
CAVERN,,Dry Cavern,Oxum
CAVERN,,Dry Cavern,Exolok
CAVERN,,Dry Cavern,Korriban
CAVERN,,Dry Cavern,Moraban
CAVERN,,Dry Cavern,Karthakk
CAVERN,,Cold Cavern,Abyr
CAVERN,,Cold Cavern,Myrkr
CAVERN,,Cold Cavern,Ilum
CAVERN,,Cold Cavern,Crythe
CAVERN,,Cold Cavern,Kharon
CAVERN,,Cold Cavern,Exolok
CAVERN,,Cold Cavern,Athiss
CAVERN,,Gaia Cavern,Eden
CAVERN,,Gaia Cavern,Haven
CAVERN,,Gaia Cavern,Elysia
CAVERN,,Gaia Cavern,Arcadia
CAVERN,,Gaia Cavern,Prosperis
CAVERN,,Gaia Cavern,Aetheris
CAVERN,,Gaia Cavern,Etheria
CAVERN,,Gaia Cavern,Athiss
CAVERN,,Barren Cavern,Abyr
CAVERN,,Barren Cavern,Kessel
CAVERN,,Barren Cavern,Kharon
CAVERN,,Barren Cavern,Byss
CAVERN,,Barren Cavern,Oxum
CAVERN,,Barren Cavern,Exolok
CAVERN,,Barren Cavern,Korriban
CAVERN,,Barren Cavern,Karthakk
CAVERN,,Nuked Cavern,Byss
CAVERN,,Nuked Cavern,Sunder
CAVERN,,Nuked Cavern,Nocturne
CAVERN,,Nuked Cavern,Exolok
CAVERN,,Nuked Cavern,Korriban
CAVERN,,Nuked Cavern,Moraban
CAVERN,,Hive Cavern,Karkaris
CAVERN,,Hive Cavern,Sarkosis
CAVERN,,Hive Cavern,Kalypsis
CAVERN,,Hive Cavern,Myrkr
CAVERN,,Hive Cavern,Kettos
CAVERN,,Hive Cavern,Karthakk
CAVERN,,Machine Cavern,Axon
CAVERN,,Machine Cavern,Axiom
CAVERN,,Machine Cavern,Helix
CAVERN,,Machine Cavern,Cyberia
CAVERN,,Machine Cavern,Kvantum
CAVERN,,Machine Cavern,Cortex
CAVERN,,Machine Cavern,Exolok
CAVERN,,Machine Cavern,Iokath
CAVERN,,Aquatic Cavern,Bathys
CAVERN,,Aquatic Cavern,Thalassa
CAVERN,,Aquatic Cavern,Pelagos
CAVERN,,Aquatic Cavern,Abyr
CAVERN,,Aquatic Cavern,Maris
CAVERN,,Aquatic Cavern,Nereus
CAVERN,,Aquatic Cavern,Oura
CAVERN,,Wasteland Cavern,Byss
CAVERN,,Wasteland Cavern,Sunder
CAVERN,,Wasteland Cavern,Korriban
CAVERN,,Wasteland Cavern,Moraban
CAVERN,,Wasteland Cavern,Rhenvar
CAVERN,,Wasteland Cavern,Denova
CAVERN,,Shroud Cavern,Byss
CAVERN,,Shroud Cavern,Myrkr
CAVERN,,Shroud Cavern,Somnium
CAVERN,,Shroud Cavern,Aetheris
CAVERN,,Shroud Cavern,Etheria
CAVERN,,Shroud Cavern,Nocturne
CAVERN,,Shroud Cavern,Eidos
CAVERN,,Shroud Cavern,Athiss
CAVERN,,Necro Cavern,Kharon
CAVERN,,Necro Cavern,Orcus
CAVERN,,Necro Cavern,Byss
CAVERN,,Necro Cavern,Nocturne
CAVERN,,Necro Cavern,Thronos
CAVERN,,Necro Cavern,Athiss
CAVERN,,Necro Cavern,Korriban
SUPERHABITABLE,,Wet Superhabitable,Verdant
SUPERHABITABLE,,Wet Superhabitable,Eden
SUPERHABITABLE,,Wet Superhabitable,Prosperis
SUPERHABITABLE,,Wet Superhabitable,Harmony
SUPERHABITABLE,,Wet Superhabitable,Haven
SUPERHABITABLE,,Wet Superhabitable,Gaea
SUPERHABITABLE,,Wet Superhabitable,Tanalorr
SUPERHABITABLE,,Wet Superhabitable,Sylvaris
SUPERHABITABLE,,Wet Superhabitable,Veridian
SUPERHABITABLE,,Wet Superhabitable,Sylvan
SUPERHABITABLE,,Wet Superhabitable,Genevah
SUPERHABITABLE,,Dry Superhabitable,Prosperis
SUPERHABITABLE,,Dry Superhabitable,Tanalorr
SUPERHABITABLE,,Dry Superhabitable,Atlas
SUPERHABITABLE,,Dry Superhabitable,Verdant
SUPERHABITABLE,,Dry Superhabitable,Harmonis
SUPERHABITABLE,,Dry Superhabitable,Kalar
SUPERHABITABLE,,Dry Superhabitable,Caledon
SUPERHABITABLE,,Cold Superhabitable,Prosperis
SUPERHABITABLE,,Cold Superhabitable,Tanalorr
SUPERHABITABLE,,Cold Superhabitable,Atlas
SUPERHABITABLE,,Cold Superhabitable,Nivalis
SUPERHABITABLE,,Cold Superhabitable,Sylvaris
SUPERHABITABLE,,Cold Superhabitable,Rhenvar
SUPERHABITABLE,,Cold Superhabitable,Caledon
SUPERHABITABLE,,Gaia Superhabitable,Eden
SUPERHABITABLE,,Gaia Superhabitable,Arcadia
SUPERHABITABLE,,Gaia Superhabitable,Prosperis
SUPERHABITABLE,,Gaia Superhabitable,Harmony
SUPERHABITABLE,,Gaia Superhabitable,Haven
SUPERHABITABLE,,Gaia Superhabitable,Gaea
SUPERHABITABLE,,Gaia Superhabitable,Aurelia
SUPERHABITABLE,,Gaia Superhabitable,Halcyon
SUPERHABITABLE,,Gaia Superhabitable,Elysia
SUPERHABITABLE,,Gaia Superhabitable,Celestria
SUPERHABITABLE,,Barren Superhabitable,Atlas
SUPERHABITABLE,,Barren Superhabitable,Tanalorr
SUPERHABITABLE,,Barren Superhabitable,Kessel
SUPERHABITABLE,,Barren Superhabitable,Karthakk
SUPERHABITABLE,,Barren Superhabitable,Denova
SUPERHABITABLE,,Nuked Superhabitable,Leviathan
SUPERHABITABLE,,Nuked Superhabitable,Sunder
SUPERHABITABLE,,Nuked Superhabitable,Tanalorr
SUPERHABITABLE,,Nuked Superhabitable,Denova
SUPERHABITABLE,,Nuked Superhabitable,Rhenvar
SUPERHABITABLE,,Hive Superhabitable,Leviathan
SUPERHABITABLE,,Hive Superhabitable,Kraken
SUPERHABITABLE,,Hive Superhabitable,Karkaris
SUPERHABITABLE,,Hive Superhabitable,Sarkosis
SUPERHABITABLE,,Hive Superhabitable,Kalypsis
SUPERHABITABLE,,Machine Superhabitable,Atlas
SUPERHABITABLE,,Machine Superhabitable,Axiom
SUPERHABITABLE,,Machine Superhabitable,Helix
SUPERHABITABLE,,Machine Superhabitable,Cyberia
SUPERHABITABLE,,Machine Superhabitable,Kvantum
SUPERHABITABLE,,Machine Superhabitable,Omnis
SUPERHABITABLE,,Machine Superhabitable,Cortex
SUPERHABITABLE,,Machine Superhabitable,Iokath
TIDALLY LOCKED,,Wet Tidally Locked,Thetis
TIDALLY LOCKED,,Wet Tidally Locked,Tethys
TIDALLY LOCKED,,Wet Tidally Locked,Rhea
TIDALLY LOCKED,,Wet Tidally Locked,Elara
TIDALLY LOCKED,,Wet Tidally Locked,Thalassa
TIDALLY LOCKED,,Wet Tidally Locked,Varuna
TIDALLY LOCKED,,Wet Tidally Locked,Oura
TIDALLY LOCKED,,Wet Tidally Locked,Selonia
TIDALLY LOCKED,,Dry Tidally Locked,Phaeton
TIDALLY LOCKED,,Dry Tidally Locked,Kharon
TIDALLY LOCKED,,Dry Tidally Locked,Crait
TIDALLY LOCKED,,Dry Tidally Locked,Korriban
TIDALLY LOCKED,,Dry Tidally Locked,Moraban
TIDALLY LOCKED,,Dry Tidally Locked,Ruusan
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Thetis
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Tethys
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Rhea
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Ilum
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Nivalis
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Arctis
TIDALLY LOCKED,,Cold Tidally Locked / Eyeball,Rhenvar
TIDALLY LOCKED,,Gaia Tidally Locked,Eden
TIDALLY LOCKED,,Gaia Tidally Locked,Halcyon
TIDALLY LOCKED,,Gaia Tidally Locked,Harmony
TIDALLY LOCKED,,Gaia Tidally Locked,Elysia
TIDALLY LOCKED,,Gaia Tidally Locked,Aurelia
TIDALLY LOCKED,,Dry Gaia Tidally Locked,Arcadia
TIDALLY LOCKED,,Dry Gaia Tidally Locked,Solara
TIDALLY LOCKED,,Dry Gaia Tidally Locked,Adara
TIDALLY LOCKED,,Dry Gaia Tidally Locked,Halcyon
TIDALLY LOCKED,,Cold Gaia Tidally Locked,Aurora
TIDALLY LOCKED,,Cold Gaia Tidally Locked,Elysia
TIDALLY LOCKED,,Cold Gaia Tidally Locked,Vespera
TIDALLY LOCKED,,Cold Gaia Tidally Locked,Halcyon
TIDALLY LOCKED,,Barren Tidally Locked,Phaeton
TIDALLY LOCKED,,Barren Tidally Locked,Crait
TIDALLY LOCKED,,Barren Tidally Locked,Kharon
TIDALLY LOCKED,,Barren Tidally Locked,Byss
TIDALLY LOCKED,,Barren Tidally Locked,Rhenvar
TIDALLY LOCKED,,Nuked Tidally Locked,Byss
TIDALLY LOCKED,,Nuked Tidally Locked,Sunder
TIDALLY LOCKED,,Nuked Tidally Locked,Rhenvar
TIDALLY LOCKED,,Nuked Tidally Locked,Denova
TIDALLY LOCKED,,Hive Tidally Locked,Karkaris
TIDALLY LOCKED,,Hive Tidally Locked,Sarkosis
TIDALLY LOCKED,,Hive Tidally Locked,Kalypsis
TIDALLY LOCKED,,Hive Tidally Locked,Leviathan
TIDALLY LOCKED,,Machine Tidally Locked,Axon
TIDALLY LOCKED,,Machine Tidally Locked,Axiom
TIDALLY LOCKED,,Machine Tidally Locked,Helix
TIDALLY LOCKED,,Machine Tidally Locked,Cyberia
TIDALLY LOCKED,,Machine Tidally Locked,Cortex
TIDALLY LOCKED,,Machine Tidally Locked,Iokath
TIDALLY LOCKED,,Wasteland Tidally Locked,Crait
TIDALLY LOCKED,,Wasteland Tidally Locked,Byss
TIDALLY LOCKED,,Wasteland Tidally Locked,Sunder
TIDALLY LOCKED,,Wasteland Tidally Locked,Rhenvar
TIDALLY LOCKED,,Wasteland Tidally Locked,Denova
TIDALLY LOCKED,,Necro Tidally Locked,Kharon
TIDALLY LOCKED,,Necro Tidally Locked,Orcus
TIDALLY LOCKED,,Necro Tidally Locked,Byss
TIDALLY LOCKED,,Necro Tidally Locked,Nocturne
TIDALLY LOCKED,,Necro Tidally Locked,Korriban
EXOTIC,,Carbon,Cindor
EXOTIC,,Carbon,Kharon
EXOTIC,,Carbon,Corum
EXOTIC,,Carbon,Xylos
EXOTIC,,Carbon,Karkaris
EXOTIC,,Carbon,Karthakk
EXOTIC,,Carbon,Crucius
UNINHABITABLE / EXOTIC,,Iron,Tigris
UNINHABITABLE / EXOTIC,,Iron,Cindor
UNINHABITABLE / EXOTIC,,Iron,Volund
UNINHABITABLE / EXOTIC,,Iron,Fyrix
UNINHABITABLE / EXOTIC,,Iron,Kordis
UNINHABITABLE / EXOTIC,,Iron,Crucius
UNINHABITABLE / EXOTIC,,Iron,Karthakk
UNINHABITABLE / EXOTIC,,Subglacial,Ilum
UNINHABITABLE / EXOTIC,,Subglacial,Glacien
UNINHABITABLE / EXOTIC,,Subglacial,Crythe
UNINHABITABLE / EXOTIC,,Subglacial,Nivalis
UNINHABITABLE / EXOTIC,,Subglacial,Baffin
UNINHABITABLE / EXOTIC,,Subglacial,Rhenvar
UNINHABITABLE / EXOTIC,,Hydrocarbon,Bathys
UNINHABITABLE / EXOTIC,,Hydrocarbon,Byss
UNINHABITABLE / EXOTIC,,Hydrocarbon,Soryth
UNINHABITABLE / EXOTIC,,Hydrocarbon,Sarkosis
UNINHABITABLE / EXOTIC,,Hydrocarbon,Roton
UNINHABITABLE / EXOTIC,,Hothouse,Phaeton
UNINHABITABLE / EXOTIC,,Hothouse,Pyr
UNINHABITABLE / EXOTIC,,Hothouse,Typhon
UNINHABITABLE / EXOTIC,,Hothouse,Helior
UNINHABITABLE / EXOTIC,,Hothouse,Ilios
UNINHABITABLE / EXOTIC,,Hothouse,Solith
UNINHABITABLE / EXOTIC,,Hothouse,Thermalis
UNINHABITABLE / EXOTIC,,Ethane Ocean,Bathys
UNINHABITABLE / EXOTIC,,Ethane Ocean,Thalassa
UNINHABITABLE / EXOTIC,,Ethane Ocean,Pelagos
UNINHABITABLE / EXOTIC,,Ethane Ocean,Byss
UNINHABITABLE / EXOTIC,,Ethane Ocean,Maris
UNINHABITABLE / EXOTIC,,Ethane Ocean,Nereus
UNINHABITABLE / EXOTIC,,Diamond,Iris
UNINHABITABLE / EXOTIC,,Diamond,Aurora
UNINHABITABLE / EXOTIC,,Diamond,Auralis
UNINHABITABLE / EXOTIC,,Diamond,Xanthalis
UNINHABITABLE / EXOTIC,,Diamond,Krysolis
UNINHABITABLE / EXOTIC,,Diamond,Berylia
UNINHABITABLE / EXOTIC,,Diamond,Opaline
UNINHABITABLE / EXOTIC,,Diamond,Celestria
UNINHABITABLE / EXOTIC,,Diamond,Lucent
UNINHABITABLE / EXOTIC,,Volcanic,Surtr
UNINHABITABLE / EXOTIC,,Volcanic,Phaeton
UNINHABITABLE / EXOTIC,,Volcanic,Pyr
UNINHABITABLE / EXOTIC,,Volcanic,Typhon
UNINHABITABLE / EXOTIC,,Volcanic,Kharon
UNINHABITABLE / EXOTIC,,Volcanic,Thermalis
UNINHABITABLE / EXOTIC,,Volcanic,Korriban
UNINHABITABLE / EXOTIC,,Chthonian,Surtr
UNINHABITABLE / EXOTIC,,Chthonian,Phaeton
UNINHABITABLE / EXOTIC,,Chthonian,Kharon
UNINHABITABLE / EXOTIC,,Chthonian,Orcus
UNINHABITABLE / EXOTIC,,Chthonian,Byss
UNINHABITABLE / EXOTIC,,Chthonian,Korriban
UNINHABITABLE / EXOTIC,,Chthonian,Karthakk
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Phaeton
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Typhon
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Hyperion
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Helior
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Vortexos
UNINHABITABLE / EXOTIC,,Hot Gas Giant,Cyclonis
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Caelis
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Caelum
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Aerius
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Aetheris
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Etheria
UNINHABITABLE / EXOTIC,,Cloudless Gas Giant,Auralis
UNINHABITABLE / EXOTIC,,Cold Gas Giant,Aegir
UNINHABITABLE / EXOTIC,,Cold Gas Giant,Hyperion
UNINHABITABLE / EXOTIC,,Cold Gas Giant,Nivalis
UNINHABITABLE / EXOTIC,,Cold Gas Giant,Caelum
UNINHABITABLE / EXOTIC,,Cold Gas Giant,Arctis
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Thebe
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Kalyke
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Rhea
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Elara
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Ixion
UNINHABITABLE / EXOTIC,,Dwarf Gas Giant,Kalyx
RELIC / SPECIAL,,Relic World,Actium
RELIC / SPECIAL,,Relic World,Adacore
RELIC / SPECIAL,,Relic World,Alactra
RELIC / SPECIAL,,Relic World,Chordelis
RELIC / SPECIAL,,Relic World,Fordris
RELIC / SPECIAL,,Relic World,Gheistos
RELIC / SPECIAL,,Relic World,Lathe
RELIC / SPECIAL,,Relic World,Veneris
RELIC / SPECIAL,,Relic World,Ichuridan
RELIC / SPECIAL,,Relic World,Ecury
RELIC / SPECIAL,,Relic World,Certonia
RELIC / SPECIAL,,Relic World,Eriad
RELIC / SPECIAL,,Relic World,Cryptum
RELIC / SPECIAL,,Relic World,Etoniah
RELIC / SPECIAL,,Hive World,Leviathan
RELIC / SPECIAL,,Hive World,Kraken
RELIC / SPECIAL,,Hive World,Karkaris
RELIC / SPECIAL,,Hive World,Sarkosis
RELIC / SPECIAL,,Hive World,Kalypsis
RELIC / SPECIAL,,Hive World,Kettos
RELIC / SPECIAL,,Hive World,Karthakk
RELIC / SPECIAL,,Machine World,Axon
RELIC / SPECIAL,,Machine World,Axiom
RELIC / SPECIAL,,Machine World,Helix
RELIC / SPECIAL,,Machine World,Cyberia
RELIC / SPECIAL,,Machine World,Kvantum
RELIC / SPECIAL,,Machine World,Omnis
RELIC / SPECIAL,,Machine World,Cortex
RELIC / SPECIAL,,Machine World,Vertexa
RELIC / SPECIAL,,Machine World,Amperon
RELIC / SPECIAL,,Machine World,Iokath
RELIC / SPECIAL,,Broken Machine World,Sunder
RELIC / SPECIAL,,Broken Machine World,Exolok
RELIC / SPECIAL,,Broken Machine World,Iokath
RELIC / SPECIAL,,Broken Machine World,Cortex
RELIC / SPECIAL,,Broken Machine World,Roton
RELIC / SPECIAL,,Broken Machine World,Eychron
RELIC / SPECIAL,,Shielded World,Aegir
RELIC / SPECIAL,,Shielded World,Targea
RELIC / SPECIAL,,Shielded World,Vardos
RELIC / SPECIAL,,Shielded World,Kordis
RELIC / SPECIAL,,Shielded World,Sentryon
RELIC / SPECIAL,,Shielded World,Antecon
RELIC / SPECIAL,,Shielded World,Anaxes
RELIC / SPECIAL,,AI World,Axiom
RELIC / SPECIAL,,AI World,Helix
RELIC / SPECIAL,,AI World,Cyberia
RELIC / SPECIAL,,AI World,Kvantum
RELIC / SPECIAL,,AI World,Omnis
RELIC / SPECIAL,,AI World,Cortex
RELIC / SPECIAL,,AI World,Saion
